"ensembl_gene_id" "external_gene_name" "chromosome_name" "start_position" "end_position" "description"
"ENSXETG00000008892" "irx4" "Chr6" 67206709 67215815 "iroquois homeobox 4 [Source:Xenbase;Acc:XB-GENE-480570]"
"ENSXETG00000018097" "gtpbp4" "Chr6" 19265696 19289892 "GTP binding protein 4 [Source:Xenbase;Acc:XB-GENE-962819]"
"ENSXETG00000012164" "hdlbp" "Chr5" 125914232 125940214 "high density lipoprotein binding protein (vigilin) [Source:Xenbase;Acc:XB-GENE-942331]"
"ENSXETG00000047465" "" "Chr7" 62057440 62059224 ""
"ENSXETG00000035735" "" "Chr7" 16358362 16389635 ""
"ENSXETG00000045695" "ccnd1" "Chr4" 14440110 14457526 "cyclin D1 [Source:Xenbase;Acc:XB-GENE-6077306]"
"ENSXETG00000042062" "TRIM46" "Chr8" 146001920 146007631 "tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]"
"ENSXETG00000042221" "" "Chr7" 62138802 62139824 ""
"ENSXETG00000024203" "btbd10" "Chr4" 6836453 6906862 "BTB (POZ) domain containing 10 [Source:Xenbase;Acc:XB-GENE-988785]"
"ENSXETG00000045502" "" "Chr7" 64522096 64523118 ""
"ENSXETG00000012170" "hnrnpa2b1" "Chr6" 41638026 41645339 "heteroous nuclear ribonucleoprotein A2/B1 [Source:Xenbase;Acc:XB-GENE-490993]"
"ENSXETG00000020431" "ssr1" "Chr6" 89061798 89070365 "signal sequence receptor, alpha (translocon-associated protein alpha) [Source:Xenbase;Acc:XB-GENE-492166]"
"ENSXETG00000047573" "" "Chr7" 16380234 16381412 ""
"ENSXETG00000042137" "" "Chr6" 131766236 131774924 ""
"ENSXETG00000001852" "mrpl32" "Chr6" 57345066 57349101 "mitochondrial ribosomal protein L32 [Source:Xenbase;Acc:XB-GENE-5732412]"
"ENSXETG00000047234" "" "Chr7" 28032427 28033449 ""
"ENSXETG00000045881" "fadd" "Chr4" 14468070 14475689 "Fas associated via death domain [Source:Xenbase;Acc:XB-GENE-1001300]"
"ENSXETG00000014398" "myrip" "Chr6" 54554121 54741327 "myosin VIIA and Rab interacting protein [Source:Xenbase;Acc:XB-GENE-956200]"
"ENSXETG00000046475" "" "Chr8" 146030278 146052879 ""
"ENSXETG00000048813" "mplkip" "Chr6" 58593439 58600198 "M-phase specific PLK1 interacting protein [Source:Xenbase;Acc:XB-GENE-942374]"
"ENSXETG00000049477" "" "Chr7" 76953803 76953978 ""
"ENSXETG00000003655" "bmpr1a" "Chr7" 49286985 49348984 "bone morphotic protein receptor type 1A [Source:Xenbase;Acc:XB-GENE-485616]"
"ENSXETG00000035314" "" "Chr7" 16392324 16400746 ""
"ENSXETG00000004069" "DCSTAMP" "Chr6" 132111576 132114816 "dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549]"
"ENSXETG00000048659" "crygbl.2" "Chr1" 127916430 127928679 "crystallin gamma B like 1 [Source:Xenbase;Acc:XB-GENE-5739415]"
"ENSXETG00000032409" "il17rel" "Chr3" 72034518 72089866 "interleukin 17 receptor E-like [Source:Xenbase;Acc:XB-GENE-6462862]"
"ENSXETG00000035897" "" "Chr3" 145538877 145541145 ""
"ENSXETG00000038658" "" "Chr7" 73519282 73575343 ""
"ENSXETG00000001853" "psma2" "Chr6" 57348986 57357509 "proteasome subunit alpha 2 [Source:Xenbase;Acc:XB-GENE-964711]"
"ENSXETG00000007218" "trmt112" "Chr4" 35174467 35180320 "tRNA methyltransferase subunit 11-2 [Source:Xenbase;Acc:XB-GENE-1008424]"
"ENSXETG00000034546" "wnt3a" "Chr6" 10076764 10141676 "Wnt family member 3A [Source:Xenbase;Acc:XB-GENE-1217288]"
"ENSXETG00000014981" "dnah8" "Chr6" 76226375 76492522 ""
"ENSXETG00000015612" "rhagl" "Chr6" 58680712 58682352 "chemokine (C motif) receptor 1 [Source:Xenbase;Acc:XB-GENE-940218]"
"ENSXETG00000047518" "golt1b" "Chr3" 1184292 1207981 "golgi transport 1B [Source:Xenbase;Acc:XB-GENE-5753086]"
"ENSXETG00000036181" "" "Chr6" 3445843 3447697 ""
"ENSXETG00000008604" "plppr5" "Chr4" 103129861 103434055 "phospholipid phosphatase related 5 [Source:Xenbase;Acc:XB-GENE-983941]"
"ENSXETG00000003119" "ccdc6" "Chr7" 16409178 16439359 "coiled-coil domain containing 6 [Source:Xenbase;Acc:XB-GENE-978266]"
"ENSXETG00000009788" "pex3" "Chr5" 64709300 64951540 "peroxisomal biosis factor 3 [Source:Xenbase;Acc:XB-GENE-954958]"
"ENSXETG00000044509" "" "Chr3" 145583608 145585254 ""
"ENSXETG00000036672" "carm1p1" "Chr1" 127939787 127985797 "coactivator associated arginine methyltransferase 1 pseudo 1 [Source:Xenbase;Acc:XB-GENE-6072891]"
"ENSXETG00000005190" "ptpre" "Chr7" 23806911 23920946 "protein tyrosine phosphatase, receptor type E [Source:Xenbase;Acc:XB-GENE-982136]"
"ENSXETG00000036520" "" "Chr6" 58690568 58712502 ""
"ENSXETG00000048506" "dpys" "Chr6" 132119890 132162424 "dihydropyrimidinase [Source:Xenbase;Acc:XB-GENE-959927]"
"ENSXETG00000046888" "" "Chr6" 3505500 3507969 ""
"ENSXETG00000006338" "thbs3" "Chr8" 146097712 146122884 "thrombospondin 3 [Source:Xenbase;Acc:XB-GENE-5761978]"
"ENSXETG00000007211" "epo" "Chr4" 35178085 35195293 "estrogen related receptor alpha [Source:Xenbase;Acc:XB-GENE-485432]"
"ENSXETG00000003396" "ndufv1" "Chr7" 58598823 58648068 "NADH:ubiquinone oxidoreductase core subunit V1 [Source:Xenbase;Acc:XB-GENE-495063]"
"ENSXETG00000008230" "" "Chr7" 6890551 7159950 ""
"ENSXETG00000048332" "" "Chr6" 3533755 3536872 ""
"ENSXETG00000038447" "ccr2" "Chr6" 58723143 58762709 "chemokine (C-C motif) receptor 2 [Source:Xenbase;Acc:XB-GENE-6460521]"
"ENSXETG00000003120" "actrt2" "Chr7" 16445186 16449259 "actin related protein T2 [Source:Xenbase;Acc:XB-GENE-22041684]"
"ENSXETG00000005685" "mroh1" "Chr6" 152375816 152449264 "maestro heat-like repeat family member 1 [Source:Xenbase;Acc:XB-GENE-6038828]"
"ENSXETG00000044925" "" "Chr3" 145606548 145632062 ""
"ENSXETG00000011707" "pum3" "Chr1" 127997357 128021624 "pumilio RNA binding family member 3 [Source:Xenbase;Acc:XB-GENE-1001484]"
"ENSXETG00000000029" "cdon" "Chr7" 73582800 73720185 "cell adhesion associated, onco regulated [Source:Xenbase;Acc:XB-GENE-922837]"
"ENSXETG00000011402" "stn1" "Chr7" 27954029 28090078 "STN1, CST complex subunit [Source:Xenbase;Acc:XB-GENE-988862]"
"ENSXETG00000010985" "sla" "Chr6" 143516878 143541587 "Src like adaptor [Source:Xenbase;Acc:XB-GENE-6073731]"
"ENSXETG00000008215" "plppr4" "Chr4" 103300749 103338468 "phospholipid phosphatase related 4 [Source:Xenbase;Acc:XB-GENE-976836]"
"ENSXETG00000015619" "slc6a19" "Chr6" 58758032 58780975 "solute carrier family 6 (neutral amino acid transporter), member 19 [Source:Xenbase;Acc:XB-GENE-5870378]"
"ENSXETG00000046437" "idi1" "Chr6" 19286931 19294591 "isopentenyl-diphosphate delta isomerase 1 [Source:Xenbase;Acc:XB-GENE-492551]"
"ENSXETG00000007384" "spag6" "Chr6" 26739572 26818078 "sperm associated antigen 6 [Source:Xenbase;Acc:XB-GENE-942175]"
"ENSXETG00000004065" "lrp12" "Chr6" 132166550 132190825 "LDL receptor related protein 12 [Source:Xenbase;Acc:XB-GENE-980112]"
"ENSXETG00000044431" "" "Chr6" 54678055 54811407 ""
"ENSXETG00000025522" "hes5.5" "Chr7" 99528726 99574365 ""
"ENSXETG00000045974" "GBA1" "Chr8" 146157229 146163479 "glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177]"
"ENSXETG00000015050" "cldn1" "Chr5" 104239969 104251374 "claudin 1 [Source:Xenbase;Acc:XB-GENE-951609]"
"ENSXETG00000011235" "yju2" "Chr5" 51939058 52015720 "YJU2 splicing factor homolog [Source:Xenbase;Acc:XB-GENE-5938025]"
"ENSXETG00000049482" "" "Chr6" 36520532 36527524 ""
"ENSXETG00000010987" "ccn4" "Chr6" 143613162 143665086 "cellular communication network factor 4 [Source:Xenbase;Acc:XB-GENE-484776]"
"ENSXETG00000047482" "" "Chr6" 10157809 10159451 ""
"ENSXETG00000044301" "" "Chr4" 35211295 35260967 ""
"ENSXETG00000033628" "XB5884357 [provisional]" "Chr6" 152455892 152461057 "uncharacterized XB5884357 [Source:Xenbase;Acc:XB-GENE-5884358]"
"ENSXETG00000011708" "kcnv2" "Chr1" 128042369 128050065 "potassium channel, voltage gated modifier subfamily V, member 2 [Source:Xenbase;Acc:XB-GENE-940169]"
"ENSXETG00000047916" "" "Chr4" 103404259 103441749 ""
"ENSXETG00000043973" "" "Chr6" 132287496 132289828 ""
"ENSXETG00000023313" "gramd4" "Chr3" 74374867 74442543 "GRAM domain containing 4 [Source:Xenbase;Acc:XB-GENE-999025]"
"ENSXETG00000020089" "rnf13" "Chr5" 118639880 118678103 "ring finger protein 13 [Source:Xenbase;Acc:XB-GENE-954771]"
"ENSXETG00000012175" "cbx3" "Chr6" 41664130 41676002 "chromobox 3 [Source:Xenbase;Acc:XB-GENE-492315]"
"ENSXETG00000043601" "" "Chr8" 146183856 146185277 ""
"ENSXETG00000011665" "ncam1" "Chr7" 86597387 86744398 "neural cell adhesion molecule 1 [Source:Xenbase;Acc:XB-GENE-923171]"
"ENSXETG00000035178" "" "Chr6" 10175691 10176744 ""
"ENSXETG00000014406" "" "Chr6" 54811378 54847855 ""
"ENSXETG00000005052" "efhc1" "Chr6" 36676547 36811620 "alkylglycerol monooxygenase [Source:Xenbase;Acc:XB-GENE-950748]"
"ENSXETG00000007310" "ppp2r1a" "Chr7" 120816735 120841663 "protein phosphatase 2 regulatory subunit A, alpha [Source:Xenbase;Acc:XB-GENE-990846]"
"ENSXETG00000047541" "gfus" "Chr6" 152500765 152516524 "GDP-L-fucose synthase [Source:Xenbase;Acc:XB-GENE-5754213]"
"ENSXETG00000039973" "" "Chr6" 3581232 3921454 ""
"ENSXETG00000036042" "" "Chr4" 6895940 6896408 ""
"ENSXETG00000043411" "" "Chr6" 10194344 10197037 ""
"ENSXETG00000042048" "rgs5" "Chr4" 107969267 108008193 "regulator of G-protein signaling 5 [Source:Xenbase;Acc:XB-GENE-971917]"
"ENSXETG00000042238" "" "Chr3" 99468134 99505219 ""
"ENSXETG00000031139" "ankub1" "Chr5" 118689689 118702096 "ankyrin repeat and ubiquitin domain containing 1 [Source:Xenbase;Acc:XB-GENE-6044805]"
"ENSXETG00000007210" "kcnk4" "Chr4" 35211298 35233053 "potassium channel, two pore domain subfamily K, member 4 [Source:Xenbase;Acc:XB-GENE-994204]"
"ENSXETG00000011709" "vldlr" "Chr1" 128058694 128099094 "very low density lipoprotein receptor [Source:Xenbase;Acc:XB-GENE-971958]"
"ENSXETG00000031990" "efcab2" "Chr5" 51980108 51989479 "EF-hand calcium binding domain 2 [Source:Xenbase;Acc:XB-GENE-6048247]"
"ENSXETG00000027666" "tmeff1" "Chr6" 76519984 76670919 "transmembrane protein with EGF like and two follistatin like domains 1 [Source:Xenbase;Acc:XB-GENE-876375]"
"ENSXETG00000013524" "recql" "Chr3" 1207045 1229634 "RecQ like helicase [Source:Xenbase;Acc:XB-GENE-1017313]"
"ENSXETG00000010988" "ndrg1" "Chr6" 143669348 143696742 "N-myc downstream regulated 1 [Source:Xenbase;Acc:XB-GENE-993273]"
"ENSXETG00000010861" "aqp9" "Chr3" 99522409 99545177 "aquaporin 9 [Source:Xenbase;Acc:XB-GENE-481514]"
"ENSXETG00000005051" "meox2" "Chr6" 36826532 36893888 "mesenchyme homeobox 2 [Source:Xenbase;Acc:XB-GENE-852818]"
"ENSXETG00000043875" "" "Chr8" 146197932 146229290 ""
"ENSXETG00000006505" "zfpm2" "Chr6" 132373809 132632952 "zinc finger protein, FOG family member 2 [Source:Xenbase;Acc:XB-GENE-481794]"
"ENSXETG00000016463" "eml2" "Chr8" 96345281 96433056 "echinoderm microtubule associated protein like 2 [Source:Xenbase;Acc:XB-GENE-977931]"
"ENSXETG00000048024" "" "Chr7" 58667176 58766237 ""
"ENSXETG00000045669" "" "Chr6" 152552665 152600541 ""
"ENSXETG00000043746" "wnt9a" "Chr6" 10271184 10364213 "wingless-type MMTV integration site family member 9A [Source:Xenbase;Acc:XB-GENE-5895367]"
"ENSXETG00000018083" "wdr37" "Chr6" 19305562 19399228 "WD repeat domain 37 [Source:Xenbase;Acc:XB-GENE-5740160]"
"ENSXETG00000014032" "lrrc24" "Chr6" 152614168 152666004 "leucine rich repeat containing 24 [Source:Xenbase;Acc:XB-GENE-923418]"
"ENSXETG00000038522" "XB5994047 [provisional]" "Chr4" 35271271 35292263 "uncharacterized XB5994047 [Source:Xenbase;Acc:XB-GENE-5994048]"
"ENSXETG00000037053" "mettl4" "Chr6" 107306645 107461860 "methyltransferase 4, N6-adenosine [Source:Xenbase;Acc:XB-GENE-992320]"
"ENSXETG00000040369" "" "Chr6" 36921027 36921683 ""
"ENSXETG00000012180" "snx10" "Chr6" 41688405 41824402 "sorting nexin 10 [Source:Xenbase;Acc:XB-GENE-942343]"
"ENSXETG00000044464" "" "Chr6" 3587985 3589722 ""
"ENSXETG00000031241" "rras" "Chr7" 110723190 110752033 "RAS related [Source:Xenbase;Acc:XB-GENE-493188]"
"ENSXETG00000046844" "clrn3" "Chr7" 23940631 23948411 "clarin 3 [Source:Xenbase;Acc:XB-GENE-971188]"
"ENSXETG00000030465" "f3" "Chr4" 103445036 103462317 "coagulation factor III (thromboplastin, tissue factor) [Source:Xenbase;Acc:XB-GENE-983888]"
"ENSXETG00000020731" "slc25a36" "Chr5" 123391830 123424812 "solute carrier family 25 (pyrimidine nucleotide carrier), member 36 [Source:Xenbase;Acc:XB-GENE-947525]"
"ENSXETG00000024201" "ipo7" "Chr4" 6906827 6956481 "importin 7 [Source:Xenbase;Acc:XB-GENE-919773]"
"ENSXETG00000045590" "ENTREP3" "Chr8" 146198128 146213270 "endosomal transmembrane epsin interactor 3 [Source:HGNC Symbol;Acc:HGNC:1233]"
"ENSXETG00000037526" "" "Chr6" 130524017 130525302 ""
"ENSXETG00000041773" "" "Chr7" 58690171 58790262 ""
"ENSXETG00000010927" "siglecl2" "Chr7" 120841662 120930471 ""
"ENSXETG00000046540" "" "Chr6" 36934782 36936554 ""
"ENSXETG00000044923" "XB5919442 [provisional]" "Chr6" 152614430 152682568 ""
"ENSXETG00000044270" "" "Chr7" 23960322 23964408 ""
"ENSXETG00000011560" "foxp2" "Chr3" 67218146 67369801 "forkhead box P2 [Source:Xenbase;Acc:XB-GENE-482683]"
"ENSXETG00000010989" "st3gal1" "Chr6" 143773476 143848369 "ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:Xenbase;Acc:XB-GENE-961931]"
"ENSXETG00000007204" "" "Chr4" 35280492 35323103 ""
"ENSXETG00000048744" "" "Chr6" 3603383 3697338 ""
"ENSXETG00000011226" "arid1b" "Chr5" 52094237 52312730 "AT-rich interaction domain 1B [Source:Xenbase;Acc:XB-GENE-1010354]"
"ENSXETG00000047672" "snap47" "Chr6" 11118712 11152739 "synaptosome associated protein 47kDa [Source:Xenbase;Acc:XB-GENE-993039]"
"ENSXETG00000042981" "" "Chr6" 76702017 76774643 ""
"ENSXETG00000010865" "aldh1a2" "Chr3" 99573554 99607645 "aldehyde dehydrogenase 1 family member A2 [Source:Xenbase;Acc:XB-GENE-1012909]"
"ENSXETG00000049440" "" "Chr6" 152719619 152767399 ""
"ENSXETG00000046789" "" "Chr6" 36945310 36946142 ""
"ENSXETG00000044570" "foxi2" "Chr7" 24018992 24025307 "forkhead box I2 [Source:Xenbase;Acc:XB-GENE-982122]"
"ENSXETG00000023306" "celsr1" "Chr3" 74442409 74589577 "cadherin EGF LAG seven-pass G-type receptor 1 [Source:Xenbase;Acc:XB-GENE-853455]"
"ENSXETG00000036223" "" "Chr6" 143877209 143878942 ""
"ENSXETG00000034960" "" "Chr7" 58798342 58798991 ""
"ENSXETG00000030791" "mmrn2" "Chr7" 49370164 49400357 "multimerin 2 [Source:Xenbase;Acc:XB-GENE-990294]"
"ENSXETG00000044645" "" "Chr6" 76787257 76799271 ""
"ENSXETG00000015299" "smarca2" "Chr1" 128188489 128291692 "SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:Xenbase;Acc:XB-GENE-1013843]"
"ENSXETG00000009790" "adat2" "Chr5" 64731760 64745957 "adenosine deaminase, tRNA-specific 2 [Source:Xenbase;Acc:XB-GENE-963029]"
"ENSXETG00000008620" "bmp4" "Chr8" 94977240 94991734 "bone morphotic protein 4 [Source:Xenbase;Acc:XB-GENE-483058]"
"ENSXETG00000033089" "ndufaf6" "Chr6" 130545517 130625432 "NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:Xenbase;Acc:XB-GENE-980144]"
"ENSXETG00000014411" "lars2" "Chr6" 54877905 54953622 "leucyl-tRNA synthetase 2 [Source:Xenbase;Acc:XB-GENE-956205]"
"ENSXETG00000039307" "" "Chr6" 3614145 3616463 ""
"ENSXETG00000011399" "sh3pxd2a" "Chr7" 28140515 28337678 "SH3 and PX domains 2A [Source:Xenbase;Acc:XB-GENE-494722]"
"ENSXETG00000008218" "abcd3" "Chr4" 103475723 103512203 "ATP binding cassette subfamily D member 3 [Source:Xenbase;Acc:XB-GENE-983902]"
"ENSXETG00000042979" "" "Chr7" 26749670 26752120 ""
"ENSXETG00000012181" "skap2" "Chr6" 41872642 42021351 "src kinase associated phosphoprotein 2 [Source:Xenbase;Acc:XB-GENE-492335]"
"ENSXETG00000045017" "" "Chr7" 58821249 58832614 ""
"ENSXETG00000046263" "" "Chr6" 152757709 152974520 ""
"ENSXETG00000044644" "pyroxd1" "Chr3" 1224635 1248565 "pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:Xenbase;Acc:XB-GENE-5873721]"
"ENSXETG00000014976" "" "Chr6" 76788643 76799271 ""
"ENSXETG00000042886" "" "Chr7" 51414829 51419505 ""
"ENSXETG00000007387" "bmi1" "Chr6" 26835245 26860401 "BMI1 proto-onco, polycomb ring finger [Source:Xenbase;Acc:XB-GENE-942188]"
"ENSXETG00000020435" "rbm22" "Chr6" 89081983 89095082 "RNA binding motif protein 22 [Source:Xenbase;Acc:XB-GENE-971198]"
"ENSXETG00000037483" "ccdc86" "Chr7" 58848566 58891126 "coiled-coil domain containing 86 [Source:Xenbase;Acc:XB-GENE-22068193]"
"ENSXETG00000036648" "" "Chr7" 52037509 52038805 ""
"ENSXETG00000047291" "" "Chr5" 64904510 64905143 ""
"ENSXETG00000023304" "trmu" "Chr3" 74593371 74618397 "tRNA mitochondrial 2-thiouridylase [Source:Xenbase;Acc:XB-GENE-1010591]"
"ENSXETG00000025083" "tmem242" "Chr5" 52331756 52376506 "transmembrane protein 242 [Source:Xenbase;Acc:XB-GENE-948363]"
"ENSXETG00000007201" "plcb3" "Chr4" 35338879 35419896 "phospholipase C beta 3 [Source:Xenbase;Acc:XB-GENE-1008413]"
"ENSXETG00000008715" "schip1" "Chr5" 114938663 115123081 "schwannomin interacting protein 1 [Source:Xenbase;Acc:XB-GENE-1011068]"
"ENSXETG00000047212" "scamp3" "Chr8" 146230411 146241984 "secretory carrier membrane protein 3 [Source:Xenbase;Acc:XB-GENE-876980]"
"ENSXETG00000003657" "sncg" "Chr7" 49428918 49443807 "synuclein gamma [Source:Xenbase;Acc:XB-GENE-973674]"
"ENSXETG00000030861" "" "Chr6" 3708007 3709622 ""
"ENSXETG00000043067" "" "Chr4" 103549596 103551766 ""
"ENSXETG00000044895" "" "Chr7" 52181991 52186483 ""
"ENSXETG00000044999" "" "Chr5" 64937914 64940216 ""
"ENSXETG00000043167" "" "Chr7" 58924598 58931547 ""
"ENSXETG00000045846" "" "Chr6" 19381336 19403713 ""
"ENSXETG00000047516" "" "Chr3" 152373553 152376224 ""
"ENSXETG00000015624" "tert" "Chr6" 58795306 58828129 "telomerase reverse transcriptase [Source:Xenbase;Acc:XB-GENE-6451333]"
"ENSXETG00000042369" "marveld1" "Chr7" 33249717 33253086 "MARVEL domain containing 1 [Source:Xenbase;Acc:XB-GENE-988324]"
"ENSXETG00000027667" "abitram" "Chr6" 76814970 76846395 "actin binding transcription modulator [Source:Xenbase;Acc:XB-GENE-6458491]"
"ENSXETG00000041465" "" "Chr6" 3865964 3921454 ""
"ENSXETG00000000715" "hoxa1" "Chr6" 42135898 42138055 "homeobox A1 [Source:Xenbase;Acc:XB-GENE-480737]"
"ENSXETG00000041834" "" "Chr6" 130613319 130623246 ""
"ENSXETG00000041934" "" "Chr7" 126311907 126360235 ""
"ENSXETG00000043898" "" "Chr7" 33622057 33623292 ""
"ENSXETG00000023284" "hivep2" "Chr5" 65007410 65199575 "human immunodeficiency virus type I enhancer binding protein 2 [Source:Xenbase;Acc:XB-GENE-485854]"
"ENSXETG00000011225" "zdhhc14" "Chr5" 52381985 52436860 "zinc finger  DHHC-type containing 14 [Source:Xenbase;Acc:XB-GENE-998053]"
"ENSXETG00000045815" "adarb2" "Chr6" 19429613 19918672 "adenosine deaminase, RNA-specific, B2 (inactive) [Source:Xenbase;Acc:XB-GENE-1011921]"
"ENSXETG00000000716" "hoxa2" "Chr6" 42145969 42147900 "homeobox A2 [Source:Xenbase;Acc:XB-GENE-488087]"
"ENSXETG00000034321" "" "Chr3" 146851532 146854321 ""
"ENSXETG00000043400" "" "Chr7" 35162372 35163391 ""
"ENSXETG00000035757" "astl" "Chr3" 125028728 125043104 "astacin-like metallo-endopeptidase (M12 family) [Source:Xenbase;Acc:XB-GENE-5769376]"
"ENSXETG00000024814" "tmem41b" "Chr4" 6943306 6956481 "transmembrane protein 41B [Source:Xenbase;Acc:XB-GENE-978007]"
"ENSXETG00000003687" "jmjd4" "Chr6" 11152175 11162410 "jumonji domain containing 4 [Source:Xenbase;Acc:XB-GENE-1007413]"
"ENSXETG00000042033" "iapp" "Chr3" 1260205 1290777 "islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329]"
"ENSXETG00000023301" "gtse1" "Chr3" 74621063 74641761 "G2 and S-phase expressed 1 [Source:Xenbase;Acc:XB-GENE-1014600]"
"ENSXETG00000023211" "capg" "Chr7" 58966542 59067423 "capping protein (actin filament), gelsolin-like [Source:Xenbase;Acc:XB-GENE-5811032]"
"ENSXETG00000042187" "" "Chr6" 3881922 3893705 ""
"ENSXETG00000048535" "" "Chr5" 65254142 65275427 ""
"ENSXETG00000038128" "commd3" "Chr6" 26848638 26860911 "COMM domain containing 3 [Source:Xenbase;Acc:XB-GENE-942203]"
"ENSXETG00000012901" "aqr" "Chr8" 111653661 111691537 "aquarius intron-binding spliceosomal factor [Source:Xenbase;Acc:XB-GENE-1217636]"
"ENSXETG00000000717" "hoxa3" "Chr6" 42151954 42161191 "homeobox A3 [Source:Xenbase;Acc:XB-GENE-482267]"
"ENSXETG00000003121" "ank3" "Chr7" 16458578 16783732 "ankyrin 3, node of Ranvier (ankyrin G) [Source:Xenbase;Acc:XB-GENE-989433]"
"ENSXETG00000048822" "" "Chr7" 35188733 35191057 ""
"ENSXETG00000020631" "zfat" "Chr6" 144089966 144150826 "zinc finger and AT-hook domain containing [Source:Xenbase;Acc:XB-GENE-981323]"
"ENSXETG00000015251" "POU2F3" "Chr7" 78930750 78997464 "POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]"
"ENSXETG00000020140" "cdcp1" "Chr6" 55010804 55040868 "CUB domain containing protein 1 [Source:Xenbase;Acc:XB-GENE-968387]"
"ENSXETG00000042542" "" "Chr7" 126330898 126344010 ""
"ENSXETG00000011397" "neurl1" "Chr7" 28348603 28499155 "neuralized E3 ubiquitin protein ligase 1 [Source:Xenbase;Acc:XB-GENE-954449]"
"ENSXETG00000031677" "" "Chr5" 65259782 65291082 ""
"ENSXETG00000043602" "" "Chr7" 35244912 35245277 ""
"ENSXETG00000027534" "hoxa4" "Chr6" 42172312 42174313 "homeobox A4 [Source:Xenbase;Acc:XB-GENE-486676]"
"ENSXETG00000035389" "retn.1" "Chr1" 215008133 215146842 "resistin, 1 [Source:Xenbase;Acc:XB-GENE-22066221]"
"ENSXETG00000036121" "sult6b1l" "Chr3" 1290497 1313893 "sulfotransferase 6B1-like [Source:Xenbase;Acc:XB-GENE-22064145]"
"ENSXETG00000044950" "clec3b" "Chr6" 55044105 55053234 "C-type lectin domain family 3 member B [Source:Xenbase;Acc:XB-GENE-945743]"
"ENSXETG00000043532" "" "Chr7" 58982155 58983643 ""
"ENSXETG00000044919" "" "Chr7" 30956172 30957837 ""
"ENSXETG00000036073" "hoxa6" "Chr6" 42183495 42189001 "homeobox A6 [Source:Xenbase;Acc:XB-GENE-481964]"
"ENSXETG00000034066" "synj2" "Chr5" 52441304 52505707 "synaptojanin 2 [Source:Xenbase;Acc:XB-GENE-980087]"
"ENSXETG00000023300" "tprkb" "Chr3" 74644560 74664222 "TP53RK binding protein [Source:Xenbase;Acc:XB-GENE-5749722]"
"ENSXETG00000048923" "" "Chr7" 90504816 90507016 ""
"ENSXETG00000024607" "siglecl1" "Chr7" 120985618 121025774 "siglec-like 1 [Source:Xenbase;Acc:XB-GENE-5794232]"
"ENSXETG00000043557" "pasd1" "Chr8" 58495205 58574567 "PAS domain containing 1 [Source:Xenbase;Acc:XB-GENE-1033070]"
"ENSXETG00000033589" "calhm3" "Chr7" 28517175 28522356 "calcium homeostasis modulator 3 [Source:Xenbase;Acc:XB-GENE-988893]"
"ENSXETG00000046536" "" "Chr7" 59103515 59112298 ""
"ENSXETG00000000722" "hoxa7" "Chr6" 42193336 42196378 "homeobox A7 [Source:Xenbase;Acc:XB-GENE-483655]"
"ENSXETG00000046771" "" "Chr1" 215093756 215102998 ""
"ENSXETG00000022799" "crppa" "Chr6" 37112492 37221073 "CDP-L-ribitol pyrophosphorylase A [Source:Xenbase;Acc:XB-GENE-1014860]"
"ENSXETG00000007390" "dnajc1" "Chr6" 26987003 27067731 "DnaJ heat shock protein family (Hsp40) member C1 [Source:Xenbase;Acc:XB-GENE-950431]"
"ENSXETG00000041638" "" "Chr7" 69553847 69555074 ""
"ENSXETG00000046210" "" "Chr7" 126365134 126389708 ""
"ENSXETG00000006666" "ints8" "Chr6" 130625570 130651028 "integrator complex subunit 8 [Source:Xenbase;Acc:XB-GENE-980129]"
"ENSXETG00000037819" "" "Chr6" 4028487 4045352 ""
"ENSXETG00000018501" "map4k3" "Chr5" 42572127 42714191 "mitogen-activated protein kinase kinase kinase kinase 3 [Source:Xenbase;Acc:XB-GENE-951441]"
"ENSXETG00000049203" "fndc10" "Chr7" 92392771 92399095 "fibronectin type III domain containing 10 [Source:Xenbase;Acc:XB-GENE-22068448]"
"ENSXETG00000007619" "plekhg1" "Chr5" 44586249 44715825 "pleckstrin homology and RhoGEF domain containing G1 [Source:Xenbase;Acc:XB-GENE-6050489]"
"ENSXETG00000011757" "" "Chr3" 136916194 137039203 ""
"ENSXETG00000034277" "glud1" "Chr7" 49886706 49904072 "glutamate dehydrogenase 1 [Source:Xenbase;Acc:XB-GENE-1009691]"
"ENSXETG00000038930" "alg10" "Chr3" 74664222 74671603 "ALG10, alpha-1,2-glucosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:548946]"
"ENSXETG00000033983" "dmrt2" "Chr1" 128541448 128548529 "doublesex and mab-3 related transcription factor 2 [Source:Xenbase;Acc:XB-GENE-876152]"
"ENSXETG00000044295" "" "Chr7" 59113928 59145131 ""
